box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper,mass_matrix_lower,lambda3_lower,lambda3_minus_3pi2_over2_lower
59,1,7.79794358852773684e+00,0,2.34343280000000007e+01,7.99985082826190830e+00,1.23139745129974383e+01,9.92729212707705588e-02,1.87721728740703426e+01,3.96776627243630031e+00
119,1,3.02529456249234414e+01,1,6.64876749999999959e+01,8.18328685749132134e+00,1.20051113553869993e+01,1.07511577321130952e-01,1.89672644459076665e+01,4.16285784427362415e+00
179,1,3.91477223392400333e+01,1,1.18352670000000003e+02,8.14177482135146846e+00,1.22424628981352956e+01,1.06802826540183665e-01,1.93047054139204377e+01,4.50029881228639539e+00
239,1,2.72366599510101537e+01,1,1.41688256999999993e+02,8.03467184522784983e+00,1.23280370503501402e+01,1.05617776712922162e-01,1.87398159401038420e+01,3.93540933846979968e+00
299,1,3.96553598742064324e+01,1,1.84573850999999991e+02,8.20502471978879555e+00,1.21403422025364431e+01,1.09995979779532349e-01,1.93807836428684439e+01,4.57637704123440159e+00
359,1,6.77998230738655394e+00,0,1.91629627999999997e+02,7.83862007945847683e+00,1.27419055922381155e+01,9.84938477015772917e-02,1.82270354820704661e+01,3.42262888043642377e+00
419,1,4.25642170629528707e+01,1,2.39969779999999986e+02,8.15305436680000106e+00,1.22133497512488010e+01,1.08674077023815929e-01,1.92708762753664651e+01,4.46646967373242276e+00
479,1,3.45621623750009448e+01,1,2.76957407999999987e+02,7.97645453876175203e+00,1.26542411792091318e+01,1.06762462578637862e-01,1.91505573772506104e+01,4.34615077561656804e+00
539,1,4.31482488554698378e+01,1,3.16829813000000001e+02,7.98006664970203694e+00,1.26233159169699256e+01,1.06687505327648757e-01,1.91193617386594141e+01,4.31495513702537181e+00
599,1,9.13703858908526456e-01,1,3.44607739999999978e+02,8.08300546058200808e+00,1.24418108174431072e+01,1.11521695339810906e-01,1.89729657782516163e+01,4.16855917661757402e+00
659,1,5.40361105979894489e+01,0,3.54026281999999981e+02,7.75256145391784202e+00,1.30269016781331857e+01,1.01132671200658830e-01,1.81473728503042899e+01,3.34296624867024761e+00
719,1,2.26571605416528143e+01,1,3.76301913000000013e+02,8.12810072421008378e+00,1.22441207461443451e+01,1.12906277106511660e-01,1.90509244085072957e+01,4.24651780687325342e+00
779,1,5.10957858623367613e+01,0,3.83684276000000011e+02,7.76218064452344247e+00,1.30316272500252630e+01,1.03653551824982648e-01,1.83185114825881818e+01,3.51410488095413953e+00
