box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper,mass_eigenvalue_lower,lambda3_lower,lambda3_gap_lower
9071,1,3.22964561093422731e+00,1,1.68719350989999984e+04,8.43507260281911186e+00,1.14236548557118898e+01,1.02190702090293434e-01,1.60000000000000000e+01,1.19559339836595768e+00
9111,1,1.26615520226773128e+01,3,1.73788486740000008e+04,8.37773925555790555e+00,1.14149740645056994e+01,1.01283568773247179e-01,1.60000000000000000e+01,1.19559339836595768e+00
9151,1,1.53691955447117010e+01,0,1.73860722390000010e+04,8.60609540400792028e+00,1.10502658389188557e+01,1.59675591507116910e-01,1.60000000000000000e+01,1.19559339836595768e+00
9191,1,2.40474739627961611e+01,3,1.75366776490000011e+04,8.38639580395733653e+00,1.14598328067446626e+01,9.13186933277056467e-02,1.60000000000000000e+01,1.19559339836595768e+00
9231,1,3.33929399143334109e+01,1,1.75602252249999983e+04,8.65069866981338720e+00,1.10576192289873010e+01,1.04517367963224028e-01,1.60000000000000000e+01,1.19559339836595768e+00
9271,1,2.29816556450025189e-01,0,1.75674881150000001e+04,8.90796879522772223e+00,1.07434995144732248e+01,1.49825331485737540e-01,1.60000000000000000e+01,1.19559339836595768e+00
9311,1,8.92115138288346543e-01,2,1.76037761270000010e+04,8.32348464227223772e+00,1.15485076564307789e+01,7.78224257505747141e-02,1.60000000000000000e+01,1.19559339836595768e+00
9351,1,5.33283954136098970e-01,2,1.77059043310000015e+04,8.56514555180923942e+00,1.12192860308100482e+01,9.33900614640943982e-02,1.60000000000000000e+01,1.19559339836595768e+00
9391,1,2.57956124209523985e+01,0,1.77129890950000008e+04,9.15665731344210698e+00,1.04177719182729103e+01,1.42723960501874525e-01,1.60000000000000000e+01,1.19559339836595768e+00
9431,1,3.55123004013021131e+01,0,1.77204926530000012e+04,8.48050207336055450e+00,1.14268645467900818e+01,8.55730070432393353e-02,1.60000000000000000e+01,1.19559339836595768e+00
9471,1,7.05875166200108595e-01,2,1.78135296689999996e+04,8.68010395253481448e+00,1.11060776775022667e+01,9.74410802042536550e-02,1.60000000000000000e+01,1.19559339836595768e+00
9511,1,4.64615854845471290e+01,0,1.78206596649999992e+04,9.19631299540181857e+00,1.03852830085684147e+01,1.43675712864455934e-01,1.60000000000000000e+01,1.19559339836595768e+00
9551,1,9.32429533085804962e+00,1,1.78511842760000000e+04,8.52378714522287062e+00,1.13742547463447838e+01,8.74002730690718321e-02,1.60000000000000000e+01,1.19559339836595768e+00
9591,1,6.40425758781674404e-01,2,1.79205747809999993e+04,8.49497716162563066e+00,1.13386473250937403e+01,9.08684271724723713e-02,1.60000000000000000e+01,1.19559339836595768e+00
9631,1,3.51904524509897314e+01,0,1.79321230329999999e+04,9.21592002904771235e+00,1.03611468590612343e+01,1.52622795465818084e-01,1.60000000000000000e+01,1.19559339836595768e+00
9671,1,1.01348433853578968e+00,2,1.80455276669999985e+04,8.50307858056704902e+00,1.13755647174381487e+01,8.96986421225078601e-02,1.60000000000000000e+01,1.19559339836595768e+00
9711,1,8.64354381729455667e-01,2,1.80913869449999984e+04,8.38325557345609340e+00,1.14898858486027873e+01,9.71558532291959542e-02,1.60000000000000000e+01,1.19559339836595768e+00
9751,1,2.02247792981047390e+01,1,1.81046824640000013e+04,8.84896877654093927e+00,1.08909672616323352e+01,1.52903273997852363e-01,1.60000000000000000e+01,1.19559339836595768e+00
9791,1,1.08823707677410653e+00,1,1.81161585860000014e+04,8.49998599481364181e+00,1.12703733483049664e+01,8.75359306716731733e-02,1.60000000000000000e+01,1.19559339836595768e+00
9831,1,2.76396073478398314e+01,2,1.82787335249999996e+04,8.35168609393978656e+00,1.15266245611837590e+01,1.03136840130435919e-01,1.60000000000000000e+01,1.19559339836595768e+00
