box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper,mass_matrix_lower,lambda3_lower,lambda3_minus_3pi2_over2_lower
49,1,4.35651740251095276e+01,0,2.74919499999999992e+01,8.02005627672289734e+00,1.22915345852297602e+01,8.94475938535661819e-02,1.85142863370984045e+01,3.70987973546436223e+00
109,1,2.46814883765008091e+01,1,6.79942300000000017e+01,8.16573257134690067e+00,1.21111115271960124e+01,9.77650469033570224e-02,1.89968874482684100e+01,4.19248084663436771e+00
169,1,2.69698279809161363e+01,1,1.09985489000000001e+02,8.10760516263573727e+00,1.21997451617041062e+01,9.57037206753084679e-02,1.86815248968138299e+01,3.87711829517978757e+00
229,1,2.91032932682433199e+00,0,1.23415107000000006e+02,7.92868301657330932e+00,1.25343861666191465e+01,8.67347834452835420e-02,1.83692256889439065e+01,3.56481908730986419e+00
289,1,2.52911149029705484e+00,0,1.36830239000000006e+02,8.05664643615658171e+00,1.22368564412648393e+01,8.94238160256771164e-02,1.85799672101631153e+01,3.77556060852907294e+00
349,1,4.87639064206538890e+01,0,1.50205784999999992e+02,7.88455498808859101e+00,1.26815857562864753e+01,8.81441744792632320e-02,1.81681911345855980e+01,3.36378453295155566e+00
409,1,2.81895381100166276e+00,1,2.00750246000000004e+02,8.13927483750091518e+00,1.22925356971247748e+01,9.91914415770550340e-02,1.88671992846245047e+01,4.06279268299046237e+00
469,1,2.52400232241814351e+01,1,2.41779517999999996e+02,7.95826040964920711e+00,1.25882648626183862e+01,9.38680520340434421e-02,1.83975389929215964e+01,3.59313239128755413e+00
529,1,9.00208736959799438e+00,1,2.63873416000000020e+02,7.95317895094334038e+00,1.26194107497166268e+01,9.43806118994848786e-02,1.84906456058732473e+01,3.68623900423920503e+00
589,1,8.51809900596141034e+00,0,2.70621653999999978e+02,7.93827169482989081e+00,1.25568472216981739e+01,8.90064620186816757e-02,1.83551788920192216e+01,3.55077229038517928e+00
649,1,7.85777453100706964e+01,0,2.77395716999999991e+02,7.82089741141808670e+00,1.29280755357908941e+01,9.30342517302221450e-02,1.82414713210225621e+01,3.43706471938851976e+00
709,1,6.30291172605255667e+00,0,2.84524051999999983e+02,8.01544000295850623e+00,1.24213566244678066e+01,9.39612814831822796e-02,1.87406790228747582e+01,3.93627242124071586e+00
769,1,8.37980363507397783e+01,0,2.91321395999999993e+02,7.82598702580215377e+00,1.29229098241378271e+01,9.35956761906524826e-02,1.82647564716230733e+01,3.46034986998903094e+00
829,1,3.49793199256935523e+01,0,2.98033610000000010e+02,7.89223520834499315e+00,1.27329225054194684e+01,9.32679128620136355e-02,1.84302019764787346e+01,3.62579537484469228e+00
889,1,3.49793199256935878e+01,0,3.04821319000000017e+02,7.89223520834499315e+00,1.27329225054194684e+01,9.32679128620136355e-02,1.84302019764787346e+01,3.62579537484469228e+00
949,1,8.37980363507397641e+01,0,3.11565842999999973e+02,7.82598702580215377e+00,1.29229098241378271e+01,9.35956761906524826e-02,1.82647564716230733e+01,3.46034986998903094e+00
1009,1,6.30291172605256378e+00,0,3.18272259000000020e+02,8.01544000295850623e+00,1.24213566244678066e+01,9.39612814831822796e-02,1.87406790228747617e+01,3.93627242124071941e+00
1069,1,7.85777453100707106e+01,0,3.25003383999999983e+02,7.82089741141808670e+00,1.29280755357908923e+01,9.30342517302221450e-02,1.82414713210225621e+01,3.43706471938851976e+00
1129,1,8.51809900596211378e+00,0,3.31741745999999978e+02,7.93827169482989081e+00,1.25568472216981721e+01,8.90064620186816757e-02,1.83551788920192180e+01,3.55077229038517572e+00
1189,1,9.00208736959800149e+00,1,3.54847572000000014e+02,7.95317895094334038e+00,1.26194107497166268e+01,9.43806118994848786e-02,1.84906456058732438e+01,3.68623900423920148e+00
1249,1,2.52400232241813356e+01,1,3.76256453000000022e+02,7.95826040964920711e+00,1.25882648626183844e+01,9.38680520340434421e-02,1.83975389929215929e+01,3.59313239128755058e+00
1309,1,2.81895381100186881e+00,1,4.07002269000000013e+02,8.13927483750091518e+00,1.22925356971247748e+01,9.91914415770550340e-02,1.88671992846245011e+01,4.06279268299045881e+00
1369,1,4.87639064206538322e+01,0,4.20383010000000013e+02,7.88455498808859101e+00,1.26815857562864753e+01,8.81441744792632320e-02,1.81681911345855909e+01,3.36378453295154856e+00
1429,1,2.52911149029704774e+00,0,4.34005561000000000e+02,8.05664643615658171e+00,1.22368564412648393e+01,8.94238160256771164e-02,1.85799672101631153e+01,3.77556060852907294e+00
1489,1,2.91032932682436041e+00,0,4.47429891999999995e+02,7.92868301657330932e+00,1.25343861666191465e+01,8.67347834452835420e-02,1.83692256889439065e+01,3.56481908730986419e+00
1549,1,2.69698279809161292e+01,1,4.89348429000000010e+02,8.10760516263573550e+00,1.21997451617041062e+01,9.57037206753084679e-02,1.86815248968138299e+01,3.87711829517978757e+00
1609,1,2.46814883765008588e+01,1,5.31314600000000041e+02,8.16573257134690067e+00,1.21111115271960106e+01,9.77650469033569947e-02,1.89968874482684171e+01,4.19248084663437481e+00
1669,1,4.35651740251095347e+01,0,5.44756099999999947e+02,8.02005627672289734e+00,1.22915345852297602e+01,8.94475938535661819e-02,1.85142863370984081e+01,3.70987973546436578e+00
1729,1,3.22053363644066408e+01,0,5.55067558999999960e+02,8.18110976172927629e+00,1.19646604788264828e+01,9.24281608858731341e-02,1.88283751484884760e+01,4.02396854685443373e+00
1789,1,4.38538602786116272e+01,0,5.62098846999999978e+02,8.04184132887234604e+00,1.23867157765957252e+01,9.82038295576473930e-02,1.87918787982688826e+01,3.98747219663484032e+00
1849,1,1.61507129437368917e+01,1,5.85462239999999952e+02,8.20494835246395304e+00,1.20694653022263196e+01,9.92963855849169352e-02,1.90666676563478319e+01,4.26226105471378958e+00
1909,1,2.05637941973170300e+01,1,6.08092347000000018e+02,8.07118367728972963e+00,1.23332862092104456e+01,9.71242440631812365e-02,1.86749349811130720e+01,3.87052837947902972e+00
1969,1,1.98025916006349689e+00,1,6.36469291999999996e+02,8.06001907876061985e+00,1.23805606091786800e+01,9.71430592106755364e-02,1.87504189333092768e+01,3.94601233167523446e+00
2029,1,2.69483556921293044e+01,1,6.78648308000000043e+02,8.10760811360094102e+00,1.21997443212994821e+01,9.57037206753084679e-02,1.86815248968138228e+01,3.87711829517978046e+00
2089,1,3.49674206505651952e+01,0,6.92069887999999992e+02,7.89224279426625941e+00,1.27329139149625483e+01,9.32679128620136355e-02,1.84302019764787381e+01,3.62579537484469583e+00
2149,1,2.46644462015296071e+01,1,7.34178546999999980e+02,8.16572834019770077e+00,1.21111117138945996e+01,9.77650469033569947e-02,1.89968874482684136e+01,4.19248084663437126e+00
2209,1,1.65079940373182410e+01,0,7.47624362000000019e+02,7.80903072665382769e+00,1.28533307902612997e+01,8.54409415356642277e-02,1.79404196457376841e+01,3.13601304410364179e+00
2269,1,2.89763236306658456e+00,1,7.89733300999999983e+02,7.99876945026782327e+00,1.24837126867052728e+01,9.38553643425253936e-02,1.85702819841195108e+01,3.76587538248546849e+00
2329,1,8.69184086199982886e+00,0,8.03252629999999954e+02,7.86093963225842707e+00,1.26842473667288758e+01,8.38203422388659192e-02,1.79328231967200011e+01,3.12841659508595882e+00
2389,1,3.54168770546071059e+01,0,8.16738271000000054e+02,7.79442854094962989e+00,1.29404575142771154e+01,8.82575331751793979e-02,1.80588696882003923e+01,3.25446308656634997e+00
2449,1,6.96629397661691883e+01,0,8.30235121000000049e+02,8.03402046620544930e+00,1.22949405648024310e+01,9.33070575514771128e-02,1.86733454458516270e+01,3.86893884421758472e+00
2509,1,1.15275131793287045e+02,0,8.43599717000000055e+02,7.84714452955566788e+00,1.29287076015882345e+01,9.86081143039227448e-02,1.84452549180020817e+01,3.64084831636803941e+00
2569,1,4.62578617786750357e+01,0,8.57036882999999989e+02,7.95729271635430724e+00,1.25025323993484943e+01,9.16169593296974061e-02,1.84524655340664481e+01,3.64805893243240575e+00
2629,1,5.10628370481304188e+01,0,8.70493414000000030e+02,7.83399645296606106e+00,1.28450496366586631e+01,8.99627788183632038e-02,1.81461870028246821e+01,3.34178040119063979e+00
2689,1,5.82615533856469270e+01,0,8.83936627000000044e+02,7.83170683342879848e+00,1.28378163073158440e+01,8.86874904940945785e-02,1.80816283804524964e+01,3.27722177881845411e+00
2749,1,2.89298800786973942e+00,0,8.97436409000000026e+02,7.92867906173361092e+00,1.25343913245826464e+01,8.67347834452835420e-02,1.83692256889439101e+01,3.56481908730986774e+00
2809,1,8.38014297899521949e+01,0,9.10858193000000028e+02,7.82598837235661993e+00,1.29229081701345532e+01,9.35956761906524826e-02,1.82647564716230804e+01,3.46034986998903804e+00
2869,1,4.35544023919529906e+01,0,9.24358390999999983e+02,8.02005398384239854e+00,1.22915371994649885e+01,8.94475938535661819e-02,1.85142863370984117e+01,3.70987973546436933e+00
2929,1,1.96747173489839611e+00,0,9.37801424999999995e+02,7.80680779738955088e+00,1.28827003612359565e+01,8.63429887036354093e-02,1.80618109266630675e+01,3.25740432502902522e+00
2989,1,2.20278507378532424e+01,1,9.80011570000000006e+02,8.00689730022506296e+00,1.24426117570012824e+01,9.35790693175622690e-02,1.84629070626408520e+01,3.65850046100680970e+00
3049,1,4.95263799288136752e+01,1,1.04139175900000009e+03,8.08789108644384847e+00,1.23978867856388124e+01,9.81214015901271386e-02,1.91413392849853849e+01,4.33693268335134263e+00
3109,1,4.60536571261868488e+00,0,1.05479853899999989e+03,7.86169162582310932e+00,1.27231492132515243e+01,8.61930079737650290e-02,1.81050045175755976e+01,3.30059791594155527e+00
3169,1,2.41025798106735110e+01,1,1.09686015599999996e+03,8.20869251752598750e+00,1.20392243298035737e+01,9.86335588079168823e-02,1.90649913819654451e+01,4.26058478033140275e+00
3229,1,3.24125724508555422e+01,0,1.11027495399999998e+03,7.96984694782571346e+00,1.25645527626300133e+01,9.59064184828274935e-02,1.86351250348159034e+01,3.83071843318186112e+00
3289,1,3.03450034617317428e+01,1,1.15233488800000009e+03,8.16293043150004571e+00,1.20991690339405764e+01,9.76759896019349649e-02,1.87946136779499575e+01,3.99020707631591520e+00
3349,1,1.50949238068386222e+01,1,1.19431963199999996e+03,8.13680263628325307e+00,1.22433832691065270e+01,1.00811856580110881e-01,1.89816134804231851e+01,4.17720687878914276e+00
