box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper
7920,1,5.28923660454253053e+00,0,1.26312777110000006e+04,8.47780874135103701e+00,1.14416002379954058e+01
7968,1,8.98494842342230982e-01,2,1.28453581539999996e+04,8.26566889408673511e+00,1.17121555160920092e+01
8016,1,6.26081147878170796e+00,1,1.28801656559999992e+04,8.26751110478797102e+00,1.18061885367257524e+01
8064,1,6.69940336585087692e+00,1,1.29392943529999993e+04,8.52002686581534974e+00,1.14110689843327879e+01
8112,1,2.51911229398537415e+01,2,1.33354247699999996e+04,8.16663282176633487e+00,1.18767778490569267e+01
8160,1,4.15900724597953797e-01,1,1.34154805190000006e+04,8.31933858688732464e+00,1.17612470900211452e+01
8208,1,3.17062786578539146e+00,1,1.34955995729999995e+04,8.44129302116693481e+00,1.15185333985345135e+01
8256,1,2.06396069511674796e+01,1,1.35767825420000008e+04,8.25860194994850794e+00,1.18149861081931054e+01
8304,1,2.78538881676196084e+01,1,1.36580268990000004e+04,8.25811004448257613e+00,1.18939068826096559e+01
8352,1,4.58292235972844253e+00,1,1.37387888199999998e+04,8.36867243832307572e+00,1.16415141777050781e+01
8400,1,2.75261393950735851e+01,1,1.38195608260000008e+04,8.21031924219772158e+00,1.19524786584067311e+01
8448,1,3.54601782654743616e+01,1,1.39004476500000001e+04,8.21312764272972196e+00,1.20248801485016674e+01
8496,1,5.77137396969085614e+00,1,1.39811911010000003e+04,8.30797482699269096e+00,1.17691956298843046e+01
8544,1,9.09512108684475606e+00,2,1.43756526209999993e+04,8.02480384277348691e+00,1.22623281941865088e+01
8592,1,4.68845257520198544e+00,1,1.44104480230000008e+04,8.04630986208988652e+00,1.23154805512453898e+01
8640,1,2.27581981519170284e+00,1,1.44900279969999992e+04,8.26027242870036105e+00,1.18932492610471368e+01
8688,1,1.38896019768252614e+01,1,1.45695955959999992e+04,8.18414376182447612e+00,1.20255275652570148e+01
8736,1,1.79088192380022093e+01,1,1.46044157930000001e+04,8.04139300800359003e+00,1.21845393113674376e+01
8784,1,6.05844953865862124e-01,1,1.46635927300000003e+04,8.29177539859086288e+00,1.17962284831103066e+01
8832,1,2.24255020463645423e+01,1,1.47444024389999995e+04,8.21846885943467953e+00,1.19054722920348155e+01
8880,1,3.66999388930224768e-02,2,1.49584764959999993e+04,8.06953098195319107e+00,1.20820910636804868e+01
8928,1,1.42143672199055437e+01,1,1.50379649169999993e+04,8.34322755336740940e+00,1.16627785323112825e+01
8976,1,1.42678720362937099e+01,1,1.51185397229999999e+04,8.26824710322055623e+00,1.17929379742890053e+01
9024,1,8.69187363866923590e+00,2,1.55125168630000007e+04,8.12023794399842025e+00,1.19581764153195582e+01
9072,1,1.52560905046381414e+01,1,1.55921737880000001e+04,8.40954852473541692e+00,1.15230991316520388e+01
9120,1,1.90616454633316010e+01,1,1.56726800469999998e+04,8.33669404508160916e+00,1.16766236790252549e+01
9168,1,6.33823531232404491e+00,1,1.57074872439999999e+04,8.20001286050372435e+00,1.18146061174333070e+01
9216,1,2.16772297141087833e+00,2,1.61000793610000001e+04,8.32477253124529604e+00,1.15398455497944745e+01
9264,1,1.43881763503286244e+01,1,1.61796554070000002e+04,8.41708842689580550e+00,1.15631838219595338e+01
9312,1,4.34365789521940826e-01,0,1.61940374510000001e+04,8.29989651400258133e+00,1.16728303464123275e+01
9360,1,2.62109296813136439e+00,1,1.62288208770000001e+04,8.43409409145240474e+00,1.13872522221092112e+01
9408,1,2.45384343408274646e+01,1,1.62635694320000002e+04,8.37445289845515006e+00,1.16311793367173255e+01
9456,1,3.87763682147079649e+01,0,1.62779325200000003e+04,8.39433353805226545e+00,1.15655095897174416e+01
9504,1,2.30875918579968733e+01,0,1.62922819080000008e+04,8.53701124516881826e+00,1.12661695898115504e+01
9552,1,1.62449291936744231e+01,1,1.63270761340000008e+04,8.34877177351555488e+00,1.16712403158575864e+01
9600,1,3.17669964744242854e+01,0,1.63414505460000000e+04,8.36797336854838569e+00,1.16079933649714278e+01
9648,1,2.25881019485464662e+01,0,1.63558369999999995e+04,8.52985514967742731e+00,1.12747954799902690e+01
9696,1,1.92913336395600155e+00,1,1.64357565240000004e+04,8.38802398145887906e+00,1.16247263581541560e+01
9744,1,2.20017802559474980e+01,1,1.64707271150000015e+04,8.27290026315775506e+00,1.17460382753143229e+01
9792,1,1.13189286145127710e+00,1,1.65057061969999995e+04,8.42036232916787064e+00,1.14068447583042758e+01
9840,1,6.62835971070559538e+00,1,1.65867904640000015e+04,8.30837236305299598e+00,1.17548339662999997e+01
9888,1,3.79240884323021987e+00,1,1.66228333590000002e+04,8.18543590699505863e+00,1.18992575656229036e+01
9936,1,9.34045919434780103e-01,2,1.70185013819999986e+04,8.30760042432537382e+00,1.15673783061658106e+01
9984,1,2.89738039333876429e+00,1,1.70997607720000015e+04,8.24509577207424371e+00,1.18793491409202652e+01
10032,1,1.64720234179398517e-01,2,1.71803727590000017e+04,8.11961928190035920e+00,1.20437478152476167e+01
10080,1,1.30608872345540270e+01,1,1.72598669750000008e+04,8.39418489210379803e+00,1.15490768487090119e+01
10128,1,1.19704388426744970e+01,1,1.73404266869999992e+04,8.20022577397425323e+00,1.20027497585224392e+01
10176,1,9.18200252718969523e+00,1,1.73763150129999995e+04,8.07493609714496507e+00,1.21710115874090086e+01
10224,1,1.08168253983434823e+01,1,1.74559427280000018e+04,8.32587039665635231e+00,1.16913265584970176e+01
10272,1,2.88161496047022609e+01,1,1.75365923809999986e+04,8.16833162286882697e+00,1.21235208534227947e+01
10320,1,1.61891580709711569e+01,1,1.75715264150000003e+04,8.04653750598295936e+00,1.22793824461980758e+01
10368,1,1.74387422423649241e+01,1,1.76512517100000005e+04,8.27393068409406851e+00,1.18259902249863238e+01
10416,1,3.69854804006777016e+00,2,1.80442658840000004e+04,7.93497878238408028e+00,1.23522175335150379e+01
10464,1,2.14507124884150571e+01,1,1.81033641989999996e+04,8.10828891480996816e+00,1.22100201214670534e+01
10512,1,9.90502844039556862e+00,1,1.81829305099999983e+04,8.22789723310272159e+00,1.19838735261785914e+01
10560,1,1.26502889276442971e+01,1,1.82626299690000014e+04,8.14494595330690174e+00,1.20393595599023087e+01
10608,1,4.35477703064514543e+00,1,1.83217525559999995e+04,8.14850717374258338e+00,1.20938295501784037e+01
10656,1,4.14815280459312419e+00,1,1.84013858629999995e+04,8.28139843759193717e+00,1.18606655055265389e+01
10704,1,1.08335653780479291e+01,1,1.84809023439999983e+04,8.20298532166448702e+00,1.19077485619769927e+01
10752,1,1.84495255516053192e+01,1,1.85605328609999997e+04,8.20345784372283227e+00,1.19705465256527894e+01
10800,1,6.32336497587122892e+00,1,1.86400213030000014e+04,8.34785095948765132e+00,1.17331038618443113e+01
10848,1,2.27608394717045570e+01,2,1.90341511140000002e+04,8.11490311454731028e+00,1.19626529609673344e+01
10896,1,1.05159040511670270e+01,1,1.90932175779999998e+04,8.27530338012079092e+00,1.18492332762281105e+01
10944,1,2.49166839393733852e+00,1,1.91521712960000004e+04,8.42487794562348569e+00,1.16099380871219573e+01
10992,1,1.14472563603479642e+01,1,1.91870086569999985e+04,8.22735853103031189e+00,1.18011913982566270e+01
11040,1,2.65953290677328908e+01,1,1.92218331980000003e+04,8.23063493071731678e+00,1.18865476422517080e+01
11088,1,7.77623550097554528e+00,1,1.92565607840000011e+04,8.38125300164073828e+00,1.16200471129846861e+01
11136,1,3.10325180044139302e+01,0,1.92708947279999993e+04,8.33088445863944216e+00,1.16758075905147347e+01
11184,1,3.48369205018579677e+01,0,1.92852168070000007e+04,8.31426962052506724e+00,1.17855133895085462e+01
11232,1,2.35136422549403115e+01,0,1.92995282340000012e+04,8.46299761492884173e+00,1.15155283495969911e+01
11280,1,2.76610147362226684e+01,0,1.93138847940000014e+04,8.31471737421993673e+00,1.17028009385697764e+01
11328,1,2.88662922989473785e+01,0,1.93282628379999987e+04,8.29238934029686270e+00,1.18220366420271272e+01
11376,1,2.35139869613524368e+01,0,1.93426259910000008e+04,8.46299794654654391e+00,1.15155280028169624e+01
11424,1,9.33509880275147452e+00,1,1.93774901729999983e+04,8.21235202733021374e+00,1.18453040184283722e+01
11472,1,1.83350638250676639e+01,1,1.94122448880000011e+04,8.20313040837435814e+00,1.19539634295838830e+01
11520,1,7.77709562738617421e+00,1,1.94470139610000006e+04,8.38125455429454114e+00,1.16200454650626437e+01
11568,1,1.25309040519370960e+01,2,1.98410666300000012e+04,8.11112046006932808e+00,1.20076454811758104e+01
11616,1,1.18633598554996205e+01,1,1.99209383520000010e+04,8.25337662768654567e+00,1.19272470053893951e+01
11664,1,2.49276316701925538e+00,1,1.99803776939999989e+04,8.42487899764988235e+00,1.16099365511672126e+01
11712,1,1.19648287218443272e+00,1,2.00602210390000000e+04,8.19632062823480112e+00,1.19656030991595017e+01
11760,1,2.57526102357657294e+00,1,2.01401552440000014e+04,8.18750498982027963e+00,1.20561122584900247e+01
11808,1,6.32596514057471637e+00,1,2.02193668519999992e+04,8.34785454854641529e+00,1.17331020646981425e+01
11856,1,3.27707185504311127e+00,1,2.02986662870000000e+04,8.14270033526118908e+00,1.20993251488656330e+01
11904,1,6.41325908145936907e+00,1,2.03779459519999982e+04,8.13740165822906292e+00,1.21816292493837128e+01
11952,1,4.14373133981128206e+00,1,2.04571663619999999e+04,8.28140022214172511e+00,1.18606642548734538e+01
