box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper,mass_matrix_lower,lambda3_lower,lambda3_minus_3pi2_over2_lower
37,1,2.40438527982028987e+01,0,2.63456970000000013e+01,8.02890336415135053e+00,1.22526789160274348e+01,8.76535873937447640e-02,1.84597103862192604e+01,3.65530378458521810e+00
97,1,3.50624899996248018e-02,0,3.78636359999999996e+01,8.01376199362854713e+00,1.23199215248627851e+01,8.75377503558143200e-02,1.86350939487214546e+01,3.83068734708741232e+00
157,1,3.03620839952193009e+01,1,7.98062450000000041e+01,8.16292710946293454e+00,1.20991695213171440e+01,9.76759896019349649e-02,1.87946136779499540e+01,3.99020707631591165e+00
217,1,4.62725496455739957e+01,0,9.31764799999999980e+01,7.95729379119202207e+00,1.25025308646300299e+01,9.16169593296974061e-02,1.84524655340664445e+01,3.64805893243240220e+00
277,1,1.61696280532846046e+01,1,1.29246836999999999e+02,8.20494457840600333e+00,1.20694662098106829e+01,9.92963855849169352e-02,1.90666676563478283e+01,4.26226105471378602e+00
337,1,8.73035813510049508e+00,0,1.42508160000000004e+02,7.86094262720972736e+00,1.26842440066441906e+01,8.38203422388659192e-02,1.79328231967199976e+01,3.12841659508595527e+00
397,1,4.95365666304802161e+01,1,1.97333139999999986e+02,8.08789070882703598e+00,1.23978868662871964e+01,9.81214015901271386e-02,1.91413392849853814e+01,4.33693268335133908e+00
457,1,1.65889716715293503e+01,1,2.29211324999999988e+02,8.00748113222365099e+00,1.24712727328770114e+01,9.45591150101891820e-02,1.85040346497308832e+01,3.69962804809684087e+00
517,1,2.37482078280316955e+00,0,2.36592779000000007e+02,7.80546537818940322e+00,1.28678200140476928e+01,8.50931654110315683e-02,1.79849325644012090e+01,3.18052596276716670e+00
577,1,2.06316591973831898e+01,0,2.43553035999999992e+02,8.02080770537419774e+00,1.23823782915498501e+01,9.32173938161697802e-02,1.86348765927657887e+01,3.83046999113174635e+00
637,1,8.35306615086193176e+01,0,2.50489195999999993e+02,7.81941600785638435e+00,1.29232029841193636e+01,9.21001663966193318e-02,1.81855597403331721e+01,3.38115313869912981e+00
697,1,2.29755545269700860e+01,1,2.75147526000000028e+02,8.06136027668968858e+00,1.24340192932220273e+01,1.00555946492968146e-01,1.87758160583962734e+01,3.97140945676223112e+00
757,1,5.69938172030937480e+01,0,2.85690062000000012e+02,7.84002398833612979e+00,1.28525211724637956e+01,9.14261754988976438e-02,1.82433080749284287e+01,3.43890147329438634e+00
817,1,5.06978361454092905e+01,0,2.93185449000000006e+02,7.84195072720518382e+00,1.28601996422822058e+01,9.26014199384914416e-02,1.83070249641346656e+01,3.50261836250062331e+00
877,1,3.24349219061219145e+01,0,3.01879120000000000e+02,7.96984217215550661e+00,1.25645581733164207e+01,9.59064184828274657e-02,1.86351250348158999e+01,3.83071843318185756e+00
937,1,1.15276096573544606e+02,0,3.12530463999999995e+02,7.84714453005899948e+00,1.29287076541007409e+01,9.86081143039227448e-02,1.84452549180020782e+01,3.64084831636803585e+00
997,1,4.38645108051702053e+01,0,3.21585979000000009e+02,8.04184322442456434e+00,1.23867139071563024e+01,9.82038295576473930e-02,1.87918787982688862e+01,3.98747219663484387e+00
1057,1,3.54151060503900226e+01,0,3.29232456000000013e+02,7.79442883057837399e+00,1.29404572719130595e+01,8.82575331751793701e-02,1.80588696882003887e+01,3.25446308656634642e+00
1117,1,4.61692292498720036e+00,0,3.35960957000000008e+02,7.86168688990753228e+00,1.27231549138133353e+01,8.61930079737650290e-02,1.81050045175755976e+01,3.30059791594155527e+00
1177,1,5.07826318947845579e+00,1,3.62611313999999993e+02,8.04833242262697723e+00,1.25125713990660508e+01,9.86262988166549392e-02,1.85940062376748116e+01,3.78959963604076933e+00
1237,1,1.68425817493513250e+01,0,3.69326676000000020e+02,7.80687773468921087e+00,1.28393327228378240e+01,8.41301021310979780e-02,1.78346534228110549e+01,3.03024682117701261e+00
1297,1,9.86044643488657613e+00,1,3.90566348000000005e+02,8.16028554411749596e+00,1.21698154479473661e+01,9.92024029008438668e-02,1.90051882260036962e+01,4.20078162436965385e+00
1357,1,4.04508407501524587e+01,0,3.97210352000000000e+02,7.88766593769945423e+00,1.26897445121715702e+01,8.96755196700428636e-02,1.82335653728101867e+01,3.42915877117614443e+00
1417,1,1.91165180102208723e+01,1,4.19314422999999977e+02,8.10531814243225490e+00,1.22283500056000065e+01,9.65104562752689132e-02,1.87043261992655623e+01,3.89991959763151996e+00
