box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper,mass_matrix_lower,lambda3_lower,lambda3_minus_3pi2_over2_lower
52,1,1.83923034179907603e+01,0,2.76766579999999998e+01,8.01286122858653016e+00,1.22093401485365636e+01,1.26110237561826904e-01,1.92781982892858572e+01,4.47379168765181490e+00
112,1,1.11095352509593894e+01,1,7.00501320000000050e+01,8.18521687227753425e+00,1.19823201117166267e+01,1.29422405591859108e-01,1.94760915888427775e+01,4.67168498720873515e+00
172,1,3.62677878660334940e+01,1,1.31462640999999991e+02,8.16193440487585420e+00,1.21372821170211491e+01,1.32976236029079126e-01,1.95465158585959244e+01,4.74210925696188212e+00
232,1,4.93372373101246922e+01,1,1.92828226999999998e+02,8.07678000629322668e+00,1.23305526033221433e+01,1.33331506125460769e-01,1.95698621783279663e+01,4.76545557669392394e+00
292,1,4.16884981549774380e-01,1,2.34828676000000002e+02,8.19179035392739863e+00,1.20204036380410830e+01,1.34237597188818752e-01,1.94404821973186230e+01,4.63607559568458072e+00
352,1,2.30257532452299429e+01,1,2.57822098999999980e+02,7.91307315835484726e+00,1.25952761999558724e+01,1.34747107588915810e-01,1.92486956198383403e+01,4.44428901820429800e+00
412,1,1.78128231890149422e+01,1,3.09148677000000021e+02,8.14229979216762700e+00,1.22348425452095384e+01,1.31315060360400249e-01,1.95840013810428388e+01,4.77959477940879651e+00
472,1,9.69600057692388617e+00,1,3.67647649999999999e+02,7.93517060386974560e+00,1.26879750604681796e+01,1.32861079913742103e-01,1.94447191704108597e+01,4.64031256877681741e+00
532,1,4.18904199989410131e+00,1,4.05231193000000019e+02,7.93317181926652815e+00,1.27106296024254082e+01,1.31795674281404956e-01,1.94692304232389795e+01,4.66482382160493714e+00
592,1,2.66377385206881065e+01,1,4.37181830999999988e+02,8.07006886567332060e+00,1.24326105960431530e+01,1.37612898619119295e-01,1.95596399056089822e+01,4.75523330397493993e+00
652,1,1.69895021083411137e+01,0,4.44630543999999986e+02,7.64420114565513753e+00,1.32144990314923696e+01,1.31484617590811897e-01,1.89419893360904723e+01,4.13758273445642999e+00
