box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper,mass_matrix_lower,lambda3_lower,lambda3_minus_3pi2_over2_lower
24,1,2.46051027066846189e+01,1,3.34913129999999981e+01,8.20869156537636613e+00,1.20392239548846316e+01,9.86335588079168546e-02,1.90649913819654415e+01,4.26058478033139920e+00
56,1,3.35273186798201834e+01,0,4.01057309999999987e+01,8.03305053286093340e+00,1.21823514525818322e+01,1.42428143569548971e-01,1.97043629142361780e+01,4.89995631260213571e+00
88,1,8.91351743133517971e+00,0,4.67554840000000027e+01,8.00542341765580190e+00,1.22398107554158013e+01,1.25309040147144779e-01,1.93738598326366898e+01,4.56945323100264744e+00
120,1,1.82359359423965444e+01,0,5.33076379999999972e+01,8.06164731921771427e+00,1.21795563993492912e+01,8.77793548716973571e-02,1.85157233830155832e+01,3.71131678138154086e+00
152,1,1.97578963474547002e+01,1,7.36818009999999930e+01,8.27309847496515971e+00,1.18928718487473581e+01,1.45227676618988333e-01,1.97021307392215803e+01,4.89772413758753800e+00
184,1,3.96470758312450826e+01,1,1.03123615000000001e+02,8.11094427043346933e+00,1.22408614517752721e+01,1.32898152897274802e-01,1.95313807890059294e+01,4.72697418737188713e+00
216,1,4.71079982519117806e+01,0,1.09625980999999996e+02,7.95729379119202118e+00,1.25025308646300317e+01,9.16169593296973783e-02,1.84524655340664445e+01,3.64805893243240220e+00
248,1,5.04577419067220490e+00,1,1.29845685000000003e+02,8.04626741367740905e+00,1.22272961283178603e+01,1.47199490213150930e-01,1.95424761707192545e+01,4.73806956908521215e+00
280,1,3.98862135137663643e+00,1,1.49906677999999999e+02,8.24160397363405295e+00,1.19368857165779776e+01,1.30589238546627046e-01,1.95242799225142001e+01,4.71987332088015776e+00
312,1,3.13689724931361980e+00,1,1.74743411000000009e+02,8.13927483750091518e+00,1.22925356971247748e+01,9.91914415770550062e-02,1.88671992846245047e+01,4.06279268299046237e+00
344,1,4.18697527972862389e+01,1,2.03906509999999997e+02,7.97161311738976419e+00,1.25815905766054694e+01,1.50003056939976703e-01,1.97112630183462763e+01,4.90685641671223394e+00
376,1,3.09178289530408144e+01,1,2.33070158999999990e+02,7.97617441716895748e+00,1.25798599514991007e+01,1.32906091908895269e-01,1.95079020914153105e+01,4.70349548978126819e+00
408,1,1.47514377511840920e+01,1,2.53189349999999990e+02,8.04444523716459869e+00,1.23431922181858429e+01,9.41648836564530634e-02,1.85517334585408875e+01,3.74732685690684519e+00
440,1,1.45306706259854224e+00,1,2.73048187999999982e+02,8.14929845085051063e+00,1.21556491730483955e+01,1.49640726601064977e-01,1.96803063648094394e+01,4.87589976317539708e+00
472,1,9.82415553246075035e+00,1,3.02146573999999987e+02,7.93517060386974560e+00,1.26879750604681796e+01,1.32861079913742103e-01,1.94447191704108597e+01,4.64031256877681741e+00
